,key,Brewery Key,Style Key,Description,ABV,Ave Rating,Min IBU,Max IBU,Astringency_customer,Body_customer,Alcohol_customer,Bitter_customer,Sweet_customer,Sour_customer,Salty_customer,Fruits_customer,Hoppy_customer,Spices_customer,Malty_customer,Astringency_description,Body_description,Alcohol_description,Bitter_description,Sweet_description,Sour_description,Salty_description,Fruits_description,Hoppy_description,Spices_description,Malty_description
684,1882,1185,45,Saison Bernice is an exquisitely fermented farmhouse ale Dry and refreshing Bernice is made of the freshest on hand and locally available ingredients She saw multiple yeast additions including Brettanomyces and further bottle aging Drink now or cellar properly Saison Bernice will endure The beer in this bottle is alive So is the yeast Grow it keep it use it We encourage you to brew your own ,6.5,4.51,20,38,60,33,6,15,65,148,3,97,33,26,30,1,0,1,0,0,1,0,0,0,0,0
685,1883,649,45,Brewed with the Saison and farmhouse ales of Belgium in mind we added fresh Georgia peaches and Brettanomyces claussenii to fresh white wine barrel and aged the Saison base for months Stretching the boundaries of the traditional style we decided to put our own little spin on it Formerly known as Mae ,7.5,4.17,20,38,23,22,7,7,44,126,1,83,14,4,10,1,0,0,0,0,0,0,1,0,0,0
686,1884,1330,45,This Farmhouse Ale traces its roots to the small rustic breweries of Southern Belgium The word Saison comes to us from the French language and it means Season Lightly spiced with Organic Ginger Orange Peels Black Pepper and Grains of Paradise this brew promises to quench your thirst on the hottest Southern California days or wherever your travels may take you ,6.7,3.95,20,38,15,19,12,20,39,81,1,74,33,57,24,1,0,0,0,0,0,0,0,0,1,0
687,1885,1095,45,Prairie Ale is our classic saison We brew this beer with pilsner malt wheat malt flaked wheat and cane sugar healthy dose of saaz hops are used to add spicy element to the beer Prairie Ale is fermented with mix of ale yeast wine yeast and brettanomyces Notes of black pepper and pineapple can be found in this beer ,8.2,4.09,20,38,33,26,11,27,85,117,2,94,54,56,47,0,0,1,1,1,1,0,1,1,1,1
688,1886,471,45,Artisan ale aged in oak barrelsTranslated from French as old tradition Vieille is our barrel aged classical saison Using time honored techniques our saisons employ traditional methods to restore complexity and the rustic character lost in modern day saison Saisons were the original wild ales brewed for the farmhands to be refreshing and sustaining beverage Each batch of Vieille takes on soft Brettanomyces character and complex acidity while conditioning in our large oak foeders After conditioning in oak we lightly dry hop the beer to finish it lending subtle citrusy hop aroma Leading with lemon and lime citrusy hop notes subtle herbal spice and crisp tart finish Vieille character epitomizes artisan saison ,4.2,4.02,20,38,46,25,7,28,29,152,4,91,44,11,20,1,1,0,1,0,1,0,1,1,1,0
689,1887,1269,45,Stateside Saison pays homage to old world tradition while celebrating new world innovation Naturally brewed with the finest European malts fresh aromatic hops from the United States New Zealand It then fermented using classic farmhouse ale yeast and bottle conditioned to enhance stability The outcome is beer of unique design and exquisite taste showcasing some of the best attributes of modern day craft brewing ,6.8,3.93,20,38,37,46,6,39,65,85,3,86,75,36,54,1,0,1,1,0,1,0,0,1,0,1
690,1888,1095,45,Birra is light sessionable farmhouse ale It is crisp with notes of black pepper and orange and goes perfectly with food ,4.4,3.78,20,38,21,27,12,16,54,89,4,97,36,36,46,1,0,0,0,0,1,0,1,0,1,0
691,1891,1330,45,Farmhouse style Saison with Brettanomyces Amarillo and Simcoe Hops Brewed in celebration of Lent and Easter season Carnevale is light bodied Saison using Brettanomyces along with Amarillo and Simcoe hops to generate flavor and depth Carnevale complexity grows with time The citrus notes tend to wane and the wild yeast rears its wonderfully tasting head first release did not have brettanomyces ,8.2,3.97,20,38,31,39,13,37,55,90,2,80,53,42,50,0,1,0,1,0,1,0,1,1,0,0
692,1892,1095,45, Merica is single malt single hop farmhouse ale It brewed with floor malted pilsner and lbs per bbl Nelson Sauvin hops The beer is conditioned with brett strains and wine yeast The Nelson hops provide white wine flavors while Brettanomyces add juicy quality to the beer ,7.5,4.13,20,38,19,29,16,38,76,106,4,105,91,34,35,0,0,0,1,1,0,0,1,1,0,1
693,1893,239,45,Collaboration with Hill Farmstead BreweryRegional beer based on malt spelt hops US It was developed and manufactured jointly with our American friend Shaun Hill Hill Farmstead Brewery Greensboro Vermont USA It continues to be brewed at our facilities in Braugies We exchanged our know how to create this blond with pronounced bitterness with slight lemon aftertaste ,6.0,3.95,20,38,42,46,18,75,53,109,1,106,122,67,49,0,0,0,1,0,1,0,1,1,0,1
694,1894,1215,45,Chardonnay barrel fermented Saison that uses our house blend of Brett and bacteria Batch spent months in oak and then months bottle conditioning Bright citrus billowy mouthfeel classic funk round out the flavor profile of this rustic Saison ,7.0,4.58,20,38,20,17,7,2,34,114,0,57,13,8,12,0,0,1,0,0,1,0,1,0,0,0
695,1895,56,45,Ale brewed with Hobbs Family rose hips peppercorns and fresh orange peels Dry hopped in the barrel with Citra hops Second fermentation in Pinot Noir barrels ,8.0,4.27,20,38,59,38,20,69,68,156,1,103,95,41,32,1,0,1,1,0,1,0,1,1,1,0
696,1896,657,45,This ale embodies the spirit of perpetual creative collaboration in conjunction with disciplined brewing endeavor We trekked to Alaska and helped craft this rustic Saison bringing with us the essence and imagination of our Vermont Farmstead family Brewed and Bottled by Anchorage Brewing Company Anchorage Alaska ,6.0,4.11,20,38,26,33,12,14,37,120,7,91,45,37,37,0,0,0,0,0,0,0,0,0,0,0
697,1898,780,45,Mature beer refermented in oak barrels with wild yeast and souring bacteria is blended with fresh dry hopped beer prior to bottle conditioning Dry and lightly tart with notes of citrus barnyard and tropical fruit ,4.5,4.05,20,38,43,41,18,37,37,162,3,104,58,19,41,1,0,0,1,1,1,0,1,1,0,0
698,1899,727,45,Clara was our grandfather sister Hill Farmstead Brewery rests upon the land that was once home to her and her siblings In her honor this Grisette is crafted from American malted barley Vermont Organic Wheat European and American hops our distinctive farmhouse yeast and water from our well Unfiltered and naturally carbonated this is the ale that dream to have shared with Clara Pale Malt Organic Vermont Wheat American and European Hops Ale Yeast and our Well Water ,4.0,4.15,20,38,45,32,1,19,26,109,0,72,38,24,47,0,0,0,1,0,0,0,0,1,0,1
699,1900,649,45,Formerly ScullyWhite Pepper Strawberry SaisonAfter free rise fermentation with our Saison yeast strain we add crushed white pepper mashed fresh Michigan strawberries and Local Farmer market honey to create dry drinkable yet complex Saison variation Named in honor of Gillian Anderson who worked at Goose Island Brewpub in Chicago IL while student at DePaul University IBU ,9.5,4.17,20,38,31,27,7,3,58,111,0,85,11,26,15,1,0,1,0,1,1,0,1,0,1,1
700,3301,889,77,A beer cloaked in secrecy An ale whose mysterious and unusual palate will swirl across your tongue and ask more questions than it answers sort of dry crisp refreshing not quite pale ale is really impossible to describe because there never been anything else quite like it IBU ,5.1,3.42,5,45,22,23,1,31,73,38,0,74,50,2,28,1,0,0,0,0,0,0,0,0,0,0
701,3303,988,77,Treat yourself to rare delight The voluminous raspberry bouquet will greet you long before your lips touch your glass Serve this Wisconsin framboise very cold in champagne flute Then hold your glass to light and enjoy the jewel like sparkle of very special ale Oregon proudly shares their harvest of mouth watering berries which we ferment spontaneously in large oak vats Then we employ Wisconsin farmed wheat and year old Hallertau hops to round out this extravaganza of flavor ,4.0,4.41,5,45,25,32,14,7,193,90,0,137,11,4,16,0,0,1,1,1,1,0,1,1,0,1
702,3305,608,77,This brew achieves its unique raspberry taste by the addition of only fresh raspberries at five seperate stages in the brewing process ,5.7,3.91,5,45,14,37,7,12,138,50,0,88,16,1,20,1,0,0,0,1,0,0,1,0,0,0
703,3306,988,77,You hold the marriage of wine and beer Belgian Red is tapestry of flavor This beer is brewed with whole Montmorency Cherries Wisconsin Farmed Wheat and Belgian Roasted Barleys lagered in oak tanks and balanced by Hallertau hops we aged in our brewery one full year Over pound of Door County Cherries in every bottle makes this beer uniquely Wisconsin So unique in fact that we applied for patent Expect this beer to be ruby red with medium body that is highly carbonated and intense with cherry flavor and bouquet Serve your friends Belgian Red in brandy snifter or champagne flute and toast life with beer from the land of Wisconsin ,4.0,4.42,5,45,22,34,8,9,81,67,0,137,16,6,32,0,1,1,1,0,0,0,1,1,0,1
704,3307,24,77,Experience the magic of Purple Haze Clouds of real raspberries swirl in this tart and tantalizing lager inspired by the good spirits and dark mysteries of New Orleans Brewed with pilsner and wheat malts along with Vanguard hops let the scent of berries in the hazy purple brew put spell on you ,4.2,3.32,5,45,11,30,3,11,90,49,1,77,19,1,59,0,0,0,1,1,1,0,1,1,0,1
705,3308,534,77,Long ago ale was known as liquid bread We ve used our long history of creating the finest malt blends added fair trade bananas to awaken the senses with seriously fruity rich yet surprisingly versatile banana bread beer An inspired brew made with our own natural mineral water fairtrade bananas Tempting Banoffee aromas flavors are balanced by the silky richness of masterful malt blend the peppery spice of the freshest ripest hops ,5.2,3.56,5,45,14,34,7,26,44,21,2,92,27,14,73,1,1,0,1,1,1,0,1,1,1,1
706,3309,988,77,Severe Drought we shared the farmer horror as Wisconsin cherry crop failed Dan bought what cherries he could The Apple crop fared better Then joy grand Wisconsin cranberry harvest What will Dan brew with Apples Cranberries and Cherries Oh my You hold the happy accident of Wisconsin favorite fruit aged in oak with an almost magical wild fermentation Serendipity is wondrous celebration that sparkles your senses and dances across your palate kaleidoscope of flavor discovered by accident in sour ale Cheers to the unexpected ,4.0,4.38,5,45,13,34,12,3,204,137,2,202,9,4,15,0,0,1,0,1,1,0,1,0,0,0
707,3310,5,77,Like Lady Liberty we stand for independence and perseverance In the pursuit of innovative beer there is no obstacle too great No journey too long No fruit too gigantic This American wheat beer is brewed with real watermelon for flavor that surprisingly crisp dry and refreshing summer in can IBU ,4.9,3.4,5,45,31,27,9,17,66,49,5,100,37,17,63,1,0,0,0,1,1,0,1,0,0,1
708,3311,608,77,When our love of fruit and our love of beer come together Blushing Monk happens Brewed with ridiculous amount of raspberries for tart yet luscious raspberry jam character and fermented with Belgian yeast for subtle fruit and spice esters Think of Blushing Monk as Rubaeus older sibling more intense slightly larger and just little bit more mature ,9.2,4.21,5,45,16,29,29,8,129,61,0,109,19,10,17,0,0,1,0,1,1,0,1,0,1,0
709,3312,1407,77,As its name suggests Éphémère is an ephemeral ale that comes and goes with the seasons It was developed as series to feature seasonal fruit in refreshing lightly spiced white ale The label depicts fairy an ephemeral spirit associated with fruits picked at the peak of ripeness during each harvest season She first appeared in the spring of and has since been celebrated on variety of seasonal fruit ales such as apple brewed all year long cranberry blackcurrant peach raspberry and blueberry The most beloved and well known of the Éphémère beer series Its amazing popularity across North America has made it year round favourite instead of only seasonal brew ,5.5,3.64,5,45,18,31,7,4,134,120,1,140,18,15,33,0,0,0,0,1,1,0,1,0,1,0
710,3313,1317,77,Brewed with lbs of yams per barrel in other words lot of yams this autumn seasonal is different take on the pumpkin beer style Brewed with cinnamon nutmeg allspice vanilla molasses and maple syrup and fermented with our traditional Belgian yeast strain this bold and spicy beer is perfect on cold autumn evening ABV IBU SRM Release Fall ,10.0,3.81,5,45,6,37,31,17,101,22,1,49,17,64,63,0,0,1,1,1,1,0,1,0,1,1
711,3316,515,77,Black Blue is Belgian style golden ale fermented with blackberries and blueberries Because we dose Black Blue with real berries rather than artificial flavoring the fruit comes through in the flavor not just the aroma The pureed berries are added as the beer leaves the brewhouse In fermentation the yeast the same one we use in Red White and Pangaea feeds on sugars from the barley and the berries giving Black Blue unique complexity and high ABV IBU ,10.0,3.71,5,45,12,28,19,6,170,76,2,147,5,19,21,0,0,1,0,1,1,0,1,0,0,1
712,3317,988,77,Diploma Master Brewer Dan employed juicy sweet Strawberries to tame the barbaric wild tart fermentation of rhubarb Bright sour and effervescent ,4.0,4.35,5,45,27,43,14,4,100,147,1,162,15,4,49,0,0,1,0,1,1,0,1,0,0,0
713,3318,608,77,Mango Magnifico is high gravity fruit beer brewed with mango and touch of habaneros to add just the right amount of heat The delicate flavors imparted by the sweet richness of the mango are punctuated perfectly by the subtle heat of the habaneros proving that fruit beers do not have to be one note ,10.0,3.66,5,45,5,31,37,10,110,44,0,98,6,62,22,0,0,1,0,1,1,0,1,0,1,1
714,3319,608,77,You ll have soft spot for this one Using only fresh Michigan tart cherries this beauty tantalizes with intense flavors combined with no hesitation malt bill Adding fresh cherries at five separate stages of fermentation achieves the ultimate balance between tartness and sweetness ,6.5,3.65,5,45,16,28,13,1,59,53,0,87,9,2,24,1,1,1,0,1,1,0,1,0,0,1
715,3320,24,77,Strawberry Harvest Lager is wheat beer made with real Louisiana strawberries picked late in the season when they re at their sweetest This brew has earned quite reputation in short time causing the brewery to up their production year after year When this brew is found emails and phone calls fly to friends informing them of the store location Strawberry Harvest is crisp light lager with just hint of strawberry sweetness IBU ,4.2,3.5,5,45,10,20,6,8,30,13,1,69,11,7,24,1,0,0,0,1,0,0,1,0,0,1
716,3322,1245,77,This refreshing brew is made with juice from freshly picked Texas Ruby Red grapefruits the prize of the Rio Grande Valley bold kick of ginger flavor combines with the tartness of the citrus for tasty brew that perfect anytime of year Pure two row and Munich malts along with Mt Hood Citra and Willamette hops give it nicely balanced lip smacking finish We like to think popping open this bottle is like slicing into ripe Texas grapefruit So pucker up and enjoy ,4.01,3.22,5,45,14,19,6,21,28,80,0,79,19,27,31,1,0,0,1,1,1,0,1,1,1,1
717,3323,515,77,For our first new ounce packs in nearly half decade we replaced the classic barley foundation of beer with mild sorghum base The hints of molasses and pit fruit are balanced by vibrant strawberry notes and unique complexity that comes with the addition of malty buckwheat honey We believe health conscious beer drinkers and the millions of Americans who suffer from Celiac disease can cut back on gluten while relishing the distinction and drinkability of this very special brew ,6.0,3.13,5,45,3,18,5,4,52,35,0,55,3,0,36,0,0,0,1,1,1,0,1,0,0,1
718,3324,515,77,An ale brewed with ridiculous amount of pureed raspberries over ton of em Fort has Belgian style base then we follow similar fermentation process to the one we use on our other super high ABV beers Minute IPA and World Wide Stout IBUABV varies from ,18.0,3.79,5,45,10,27,74,9,139,41,0,89,7,5,21,0,0,1,0,1,1,0,1,0,0,0
719,3325,1213,77,Soft Parade is Fruit Rye Ale brewed with rye flakes and loaded with pureed strawberries blueberries raspberries and blackberries The rose colored ale has aromas of ripe strawberries and grain With flavors of fresh berries and rye Soft Parade finishes dry and eminently drinkable Soft Parade was originally developed because Joe Short wanted to create beer that incorporated medley of berries had great color and appealed to wine drinkers The name Soft Parade stemmed from two moments in Joe Short life First because Joe worked as brewer at the Traverse Brewing Company and The Doors album The Soft Parade played every day at the end of the brew shift The second moment occurred when Joe was driving by himself flipping through CD in his car and came across The Soft Parade album again At the time The Soft Parade beer had not been named and it dawned on Joe that the medley of fruit infusing into the golden beer reminded him of soft parade That day the beer was named ,7.5,3.69,5,45,18,60,11,5,168,68,0,154,14,6,53,1,1,0,0,1,1,0,1,1,0,1
720,3327,1115,77,Originally named Apricot Weizen ,5.1,3.47,5,45,12,29,8,9,96,50,0,100,16,3,47,0,0,0,0,0,0,0,0,0,0,0
721,3329,1202,77,Our unique contribution to the fruit ale category features the nutty quench of wheat ale combined with the delightful aromatics and subtle fruit flavor contributed by Maine wild blueberries ,4.7,3.47,5,45,19,28,9,10,102,28,0,85,10,1,46,1,0,0,0,1,1,0,1,0,0,1
722,3330,1266,77,Real grapefruit juice gives this deliciously refreshing Radler mixed beer drink its amber natural cloudiness and pleasant tangy taste The refreshingly fruity taste makes Stiegl Radler Grapefruit wonderful thirst quencher ,2.25,3.84,5,45,23,18,9,16,55,87,0,96,10,3,14,1,0,0,0,1,1,0,1,0,0,0
723,3332,433,77,We employ the humble cucumber in low gravity Saison to create vibrant ale with notes of melon tropical fruit lemongrass and of course cucumber Put some cucumber wheels on your eyes relax and enjoy Ahhhh ,5.0,3.73,5,45,43,14,8,17,21,41,3,36,21,11,13,0,0,0,0,1,1,0,1,0,0,0
724,3333,1307,77,Although this is pumpkin beer it is lager and therefore doesn belong in the pumpkin ale category Originally Side Project now Fall seasonal in six packs ,6.1,3.69,5,45,10,24,6,5,22,13,1,71,7,82,35,0,0,0,0,0,0,0,1,0,0,0
725,3334,768,77,Our smooth wheat beer is light in color and body perfect for those looking for lighter taste The combination of wheat and barley gives Apricot Wheat different malt character than our other ales The hint of apricot gives this beer pleasant nose and fruity finish ,4.9,3.32,5,45,13,20,11,7,99,31,0,88,13,2,56,0,1,0,0,1,1,0,1,0,0,1
726,3335,709,77,We have added natural raspberry flavor to our UFO Hefeweizen to create this beer Consistent with the hefeweizen style this beer is unfiltered and cloudy with solid foamy head UFO Raspberry has distinctive hazy rose color The scent of fresh raspberries hits the nose immediately along with subtle bready aroma from the wheat and yeast The body is light and the unfiltered yeast provides soft mouthfeel The taste of the fruit compliments the beer nicely neither overwhelms the other There is faint sweetness on the palate which finishes cleanly in semi dry tart finish IBU ,4.8,3.61,5,45,19,28,10,3,122,54,1,119,10,2,33,1,1,0,0,1,1,0,1,1,0,1
727,3337,1245,77,Doubly good in triple digits our unique summer seasonal is made with the fruit of the prickly pear cactus native to Shiner Texas With tart citrusy flavor and crisp finish it the best use of cactus yet ,4.9,3.39,5,45,13,26,3,18,75,69,2,98,28,1,40,1,0,0,0,1,1,0,1,0,0,0
728,3338,1118,77,An unfiltered American wheat ale made with real mean peaches The only thing missing is the fuzz Savor the anger Available during the late Spring and Summer months ,6.0,3.58,5,45,15,20,6,8,28,26,0,92,10,3,32,0,0,0,0,0,0,0,1,0,0,1
729,3339,60,77,Our Lemon Shandy is unique take on the classic Shandy that is distinctly Shock Top Brewed with two row and six row malted barley and five different types of hops this Belgian Style Wheat Ale is then combined with citrus peels coriander natural lemonade flavor and hint of sugar for subtle sweetness The end result is an incredibly refreshing crisp and smooth beer that hits the spot ,4.2,2.85,5,45,14,32,8,13,41,111,5,115,33,6,57,1,1,0,1,1,1,0,1,1,0,1
730,3341,565,77,Brewed with fresh harvested spring honey and infused with fresh blueberries light refreshing ale with nice blueberry aroma crackery malt flavors hint of sweetness and refreshing blueberry finish ,5.3,3.73,5,45,22,19,7,12,143,22,6,81,19,6,77,1,0,0,0,1,0,1,1,0,0,1
731,3342,872,77,This brew combines Row Pilsen malt hint of Crystal malt and of course plenty of malted wheat hint of blackberry at the finish makes this beer real thirst quencher For the health conscious Blackbeary Wheat has less than grams of carbs and only calories per bottle IBU ,4.0,3.14,5,45,13,13,7,7,73,28,0,61,9,3,44,1,0,0,0,1,0,0,1,0,0,1
732,3343,486,77,This beer is light bodied easy drinking ale We use real raspberries late in fermentation giving this beer mild fruit flavor while keeping very balanced malt profile This may not be what some would expect from fruit beer but our brewers make good beer not fruity carbonated malt beverages Our motto is beer first fruit second ,5.5,3.39,5,45,12,26,11,21,121,50,0,86,22,0,52,0,1,1,0,1,1,0,1,0,0,1
733,3345,828,77,Beer Brewed with Pumpkin and Spices ,6.0,3.52,5,45,12,36,8,7,38,19,0,90,20,93,53,0,0,0,0,0,0,0,0,0,0,0
734,3346,326,77,Also known as La Bouffonne Rouge ,8.0,3.68,5,45,8,27,17,7,108,51,1,115,28,5,28,0,0,0,0,0,0,0,0,0,0,0
735,3347,366,77,A light ale with hints of fresh orange Brewed with sweet orange peel orange blossom extract and honey ,5.2,3.05,5,45,12,27,8,28,46,86,0,86,35,5,30,1,0,0,1,1,1,0,1,1,0,1
736,3348,1346,77,Curious Traveler is our take on classic European Shandy that has been brewed for generations We started with an American craft wheat ale which delivers crisp light body We then added fresh lemon and just touch of lime to bring out bright juicy citrus aroma and flavor Simply the Curious Traveler is Quite Refresher ,4.4,3.41,5,45,25,35,10,17,39,103,3,99,19,3,46,1,1,0,0,1,1,0,1,0,0,1
737,3351,1469,78,Brewed in Scotland since C heather ale is probably the oldest style of ale still produced in the world From an ancient Gaelic recipe for leann fraoich heather ale it has been revived and reintroduced to the Scottish culture Into the boiling bree of malted barley sweet gale and flowering heather are added then after cooling slightly the hot ale is poured into vat of fresh heather flowers where it infuses for an hour before being fermented ,5.0,3.77,0,0,23,27,9,18,58,20,0,16,98,30,55,1,0,1,0,1,1,0,0,1,0,1
738,3352,1469,78,Introduced by the Vikings spruce and pine ales were very popular in the Scottish Highlands until the end of the th century Many early explorers including Captain Cook used spruce ale during long sea voyages since it prevented scurvy and ill health Shetland spruce ale was said to stimulate animal instincts and give you twins Alba is triple style ale brewed to traditional Highland recipe from Scots pine and spruce shoots pickled during early spring Pure malted barley is boiled with the young sprigs of pine for several hours then the fresh shoots of the spruce are added for short infusion before fermentation ,7.5,3.83,0,0,13,46,30,26,77,33,0,44,110,12,51,1,0,1,0,0,1,0,0,1,0,1
739,3353,515,78,With the help of biomolecular archaeologist Dr Patrick McGovern we ve re created another Ancient Ale this time from the Nordic climes of Scandinavia The recipe for Kvasir was developed with the help of chemical botanical and pollen evidence taken from year old Danish drinking vessel The vessel made of birch bark was found in the tomb of leather clad woman Dr Pat says was probably an upper class dancer or priestess The analysis pointed to the ingredients used in this unique brew wheat lingonberries cranberries myrica gale yarrow honey and birch syrup The base of Kvasir is toasty red winter wheat and the bog grown berries deliver pungent tartness While handful of hops is used the earthy bitter counterpunch to the sweet honey and birch syrup comes from the herbs ,10.0,3.76,0,0,11,34,30,21,155,75,1,97,54,2,53,0,0,0,1,1,1,0,1,1,0,1
740,3354,1469,78,Introduced to Scotland by Welsh druids in the th Century elderberry black ale was part of the Celtic Autumn festivals when the elders would make this strong ale and pass the drink round the people of the village The recipe was taken from th Century record of domestic drinking in the Scottish Highlands Elderberries were used for many natural remedies to cure sciatica other forms of neuralgia influenza and rhumatism as they contain tannins and fruit oils Ebulum is made from roasted oats barley and wheat boiled with herbs then fermented with ripe elderberries ,6.5,3.82,0,0,22,63,17,42,95,47,0,92,73,17,96,1,1,1,0,1,1,0,1,1,0,1
741,3355,1469,78,From the Gaelic Groseid Since at least the th century Scots monks and alewives brewed indigenous drinks from cereals wild herbs and ripe fruits Tibbie Shiels green Grozet was immortalised by such Scots literati as Sir Walter Scott Jas Hogg The Ettrick shepherd and Robert Burns whoconsidered it most convivial drink Brewed with lager malt wheat bog myrtle hops and meadowsweet then secondary fermented with ripe Scottish gooseberries ,5.0,3.56,0,0,35,32,14,32,93,67,2,79,67,10,58,0,0,1,1,1,1,0,1,1,0,1
742,3356,1469,78,At least four hundred years ago the coastal Island farmers of Scotland used seaweed beds to grow their cereal crops This barley produced very interesting flavors in the ale and whiskey they produced Including bladderwrack seaweed in the mash tun along with organic barley gives this wholesome dark ale distinctive flavor ,4.4,3.66,0,0,15,79,7,27,57,10,24,14,28,7,105,0,0,1,0,0,0,0,0,0,0,1
743,3357,1104,78,Created by Dr Fritz Briem of Doemens Institute http www doemens org brewed by Weihenstephan Doemens ,4.6,3.9,0,0,30,28,18,32,22,55,0,46,133,79,16,0,0,0,0,0,0,0,0,0,0,0
744,3359,1416,78, This version of Special Herbs is composed of Reggae Junkie Gruit aged in Old Tom Gin barrels and wine barrels that previously fermented Fantasia peach beer unique brew incorporating wine and gin barrel aging to farmhouse style gruit The recipe uses lemongrass sweet and bitter orange peels hyssop and Sichuan peppercorns bit of spelt in the grist helps maintain some body although the Special Herbs leans in bright and dry direction ,5.7,4.4,0,0,54,33,39,14,67,150,4,116,102,50,18,1,1,1,1,1,1,0,1,1,1,0
745,3360,784,78,Jopen Koyt is gruitbeer herb beer that is brewed according to the bierkeur city recipe from The beer is brewed with malted barley malted wheat and oats and has malty taste with smooth herbal finish The aroma has hint of herbs and spices mixed with dark malt Jopen Koyt is the only gruitbeer from the Netherlands Gold medal winner at the European Beerstar competition in and silver medal at the European Beerstar Competition in ,8.5,3.97,0,0,7,52,18,22,80,23,0,37,86,44,88,0,1,0,0,0,0,0,0,1,1,1
746,3361,128,78,Malty with plum like fruitiness that is offset by spicy earthy bitterness ,6.6,3.69,0,0,15,37,22,36,106,53,0,69,98,51,67,0,0,0,1,1,1,0,1,1,1,0
747,3362,479,78,A raiding party to your senses this Viking beer is meant to be enjoyed unapologetically Sweet floral and exploding with sour flavor this ancient ale was created by the Vikings claimed by the Scott lost to time and given rebirth by our brewers to share amongst the enlightened ,5.0,4.17,0,0,35,32,5,6,73,147,1,56,45,4,23,0,0,0,0,0,1,0,0,1,0,0
748,3363,967,78,A pale ale brewed with yarrow myrtle and rosemary This comes from the label and is very helpful and informative when looking at the description of the beer ,5.8,3.42,0,0,12,28,7,26,58,74,0,68,88,20,48,0,0,0,0,0,0,0,0,1,0,0
749,3365,1200,78,Spring Tonic was brewed with plants that were coming up in our garden during mid spring this year dandelion carrot tops and clover with ginger from All Seasons Farm in Cobden It is fermented with our wild house culture Spring Tonic has lemonade like tartness with light ginger finish ,4.4,4.28,0,0,19,14,7,6,11,54,0,25,33,27,11,0,0,1,0,1,1,0,1,1,1,0
750,3366,128,78,Lavender Rosemary and Thyme Used For Bittering ,5.7,3.66,0,0,6,8,3,10,25,14,0,13,79,19,13,0,0,0,0,0,0,0,0,0,0,0
751,3370,892,78,Discovery your inner Viking with our ever changing unhopped fruit ale Combining gentian and angelica root cherry bark yarrow elderberries and dandelion greens it is distinctly unique beer from an ancient brewing tradition ,5.8,4.04,0,0,4,23,9,12,24,16,0,24,74,35,20,0,0,0,0,1,1,0,1,1,0,0
752,3372,128,78,Beau is proud to present the most recent evolution of new style of beer we call the Eastern Ontario Gruit Prepare yourself for full out assault on your palate Intense flavours and aromatics of raisin hazelnut herbal bitters burnt toast pisang goreng cola and bubblegum are achieved through the alchemy of double mash of dark malts Belgian trappist ale yeasts and bogmyrtle hand picked in the Eastern Ontario wilderness ,8.5,3.78,0,0,7,39,9,27,35,8,0,15,55,13,55,0,1,0,1,1,0,0,1,1,0,1
753,3373,631,78,Bourbon Barrel Aged Gruit Brewed with Yarrow and Rosemary collab with Short Brewing ,10.0,3.89,0,0,1,3,7,0,6,4,0,9,4,5,6,0,0,0,0,0,0,0,0,0,0,0
754,3376,128,78,Buenos Dias is gruit ale brewed with organic lime juice organic orange and lime peel and sea salt The zippy lime flavour is accented with lick of salt Kick back and enjoy the zest of classic Margarita in each refreshing sip Buenos Dias pours light yellow with slight haze and white foam The aroma offers pronounced citrus notes with subtle coriander undercurrents Zippy lime flavour is accented with wicking salt edge in the mouthfeel The finish is quick clean and dry ,4.5,3.71,0,0,15,13,1,26,11,63,26,72,25,4,23,1,0,0,1,1,1,1,1,1,0,0
755,3377,1179,78,A Salt Spring Style Heather beer Heatherdale Ale was created for the world famous Butchart Gardens in Victoria Heather ale is Scottish actually Pictish style that dates back thousands of years BC Our Heatherdale ale is dark gold lightly hopped with East Kent Goldings then infused with the aroma of Heather flowers from the Butchart Gardens Mild with floral aroma ,5.0,3.6,0,0,4,6,1,11,15,2,3,4,36,0,11,0,0,0,1,1,0,0,1,1,0,0
756,3378,536,78,Scottish gruit with juniper berries and heather stab at the vaunted Heather Ale of Pictish lore ,5.5,3.87,0,0,5,7,5,0,18,1,0,8,25,2,10,0,0,0,0,1,0,0,1,0,0,0
757,3379,1200,78,Bottle conditioned sour ale brewed without hops Bittered and flavored with sage basil lemon thyme rosemary and lavender from our garden and fermented with our wild house mixed culture ,5.6,4.23,0,0,12,22,10,6,16,35,0,16,46,10,14,0,0,1,1,0,1,0,1,1,0,0
758,3382,380,78,Truly unique reddish brown ale that is primarily bittered with Blessed Thistle The late addition of Goldings hops and ginger add to the flavours of this most complex of beers ,4.5,3.61,0,0,9,23,2,33,36,9,0,10,58,18,41,0,0,0,1,0,0,0,0,1,1,0
759,3385,559,78,This ale is brewed at Klackabacken in Önnestad from water pilsner and carapils malt and then boiled with cascade hops and spruce shoots before it fermented with Saison yeast Because the Ale is unfiltered it might be bit turbid but it will get clear if kept upright in the fridge for couple of days Keep dark and cool ,5.6,3.09,0,0,5,4,4,4,4,8,0,2,16,4,3,0,0,1,1,0,1,0,0,1,0,1
